exchange,exchange_token,expiry,instrument_token,instrument_type,last_price,lot_size,name,segment,strike,tick_size,tradingsymbol
NFO,52098,2019-10-31,13337090,FUT,0.0,1500,,NFO-FUT,0.0,0.05,MUTHOOTFIN19OCTFUT
NFO,52081,2019-10-31,13332738,FUT,0.0,10,,NFO-FUT,0.0,0.05,MRF19OCTFUT
NFO,52080,2019-10-31,13332482,FUT,0.0,3300,,NFO-FUT,0.0,0.05,MOTHERSUMI19OCTFUT
NFO,52076,2019-10-31,13331458,FUT,0.0,600,,NFO-FUT,0.0,0.05,MGL19OCTFUT
NFO,52061,2019-10-31,13327618,FUT,0.0,1200,,NFO-FUT,0.0,0.05,MFSL19OCTFUT
NFO,52049,2019-10-31,13324546,FUT,0.0,75,,NFO-FUT,0.0,0.05,MARUTI19OCTFUT
NFO,52048,2019-10-31,13324290,FUT,0.0,2600,,NFO-FUT,0.0,0.05,MARICO19OCTFUT
NFO,52047,2019-10-31,13324034,FUT,0.0,6000,,NFO-FUT,0.0,0.05,MANAPPURAM19OCTFUT
NFO,52046,2019-10-31,13323778,FUT,0.0,1250,,NFO-FUT,0.0,0.05,M&MFIN19OCTFUT
NFO,52029,2019-10-31,13319426,FUT,0.0,1000,,NFO-FUT,0.0,0.05,M&M19OCTFUT
NFO,52028,2019-10-31,13319170,FUT,0.0,700,,NFO-FUT,0.0,0.05,LUPIN19OCTFUT
NFO,52012,2019-10-31,13315074,FUT,0.0,375,,NFO-FUT,0.0,0.05,LT19OCTFUT
NFO,52011,2019-10-31,13314818,FUT,0.0,1100,,NFO-FUT,0.0,0.05,LICHSGFIN19OCTFUT
NFO,51990,2019-10-31,13309442,FUT,0.0,4500,,NFO-FUT,0.0,0.05,L&TFH19OCTFUT
NFO,51988,2019-10-31,13308930,FUT,0.0,400,,NFO-FUT,0.0,0.05,KOTAKBANK19OCTFUT
NFO,51966,2019-10-31,13303298,FUT,0.0,1400,,NFO-FUT,0.0,0.05,JUSTDIAL19OCTFUT
NFO,51965,2019-10-31,13303042,FUT,0.0,500,,NFO-FUT,0.0,0.05,JUBLFOOD19OCTFUT
NFO,51964,2019-10-31,13302786,FUT,0.0,2000,,NFO-FUT,0.0,0.05,JSWSTEEL19OCTFUT
NFO,51963,2019-10-31,13302530,FUT,0.0,3200,,NFO-FUT,0.0,0.05,JINDALSTEL19OCTFUT
NFO,51944,2019-10-31,13297666,FUT,0.0,2400,,NFO-FUT,0.0,0.05,ITC19OCTFUT
NFO,51916,2019-10-31,13290498,FUT,0.0,1200,,NFO-FUT,0.0,0.05,INFY19OCTFUT
NFO,51915,2019-10-31,13290242,FUT,0.0,2000,,NFO-FUT,0.0,0.05,INFRATEL19OCTFUT
NFO,51872,2019-10-31,13279234,FUT,0.0,400,,NFO-FUT,0.0,0.05,INDUSINDBK19OCTFUT
NFO,51868,2019-10-31,13278210,FUT,0.0,28000,,NFO-FUT,0.0,0.05,IDEA19OCTFUT
NFO,51867,2019-10-31,13277954,FUT,0.0,1500,,NFO-FUT,0.0,0.05,ICICIPRULI19OCTFUT
NFO,51799,2019-10-31,13260546,FUT,0.0,1375,,NFO-FUT,0.0,0.05,ICICIBANK19OCTFUT
NFO,51798,2019-10-31,13260290,FUT,0.0,800,,NFO-FUT,0.0,0.05,IBULHSGFIN19OCTFUT
NFO,51797,2019-10-31,13260034,FUT,0.0,300,,NFO-FUT,0.0,0.05,HINDUNILVR19OCTFUT
NFO,51794,2019-10-31,13259266,FUT,0.0,2100,,NFO-FUT,0.0,0.05,HINDPETRO19OCTFUT
NFO,51793,2019-10-31,13259010,FUT,0.0,3500,,NFO-FUT,0.0,0.05,HINDALCO19OCTFUT
NFO,51790,2019-10-31,13258242,FUT,0.0,1500,,NFO-FUT,0.0,0.05,HEXAWARE19OCTFUT
NFO,51753,2019-10-31,13248770,FUT,0.0,200,,NFO-FUT,0.0,0.05,HEROMOTOCO19OCTFUT
NFO,51749,2019-10-31,13247746,FUT,0.0,500,,NFO-FUT,0.0,0.05,HDFC19OCTFUT
NFO,51748,2019-10-31,13247490,FUT,0.0,700,,NFO-FUT,0.0,0.05,HCLTECH19OCTFUT
NFO,49153,2019-12-26,12583170,FUT,0.0,2400,,NFO-FUT,0.0,0.05,ITC19DECFUT
NFO,51747,2019-10-31,13247234,FUT,0.0,1000,,NFO-FUT,0.0,0.05,HAVELLS19OCTFUT
NFO,51744,2019-10-31,13246466,FUT,0.0,750,,NFO-FUT,0.0,0.05,GRASIM19OCTFUT
NFO,51743,2019-10-31,13246210,FUT,0.0,800,,NFO-FUT,0.0,0.05,GODREJCP19OCTFUT
NFO,51742,2019-10-31,13245954,FUT,0.0,45000,,NFO-FUT,0.0,0.05,GMRINFRA19OCTFUT
NFO,51741,2019-10-31,13245698,FUT,0.0,1000,,NFO-FUT,0.0,0.05,GLENMARK19OCTFUT
NFO,51738,2019-10-31,13244930,FUT,0.0,5334,,NFO-FUT,0.0,0.05,GAIL19OCTFUT
NFO,51737,2019-10-31,13244674,FUT,0.0,7000,,NFO-FUT,0.0,0.05,FEDERALBNK19OCTFUT
NFO,51736,2019-10-31,13244418,FUT,0.0,2400,,NFO-FUT,0.0,0.05,EXIDEIND19OCTFUT
NFO,51735,2019-10-31,13244162,FUT,0.0,1100,,NFO-FUT,0.0,0.05,ESCORTS19OCTFUT
NFO,51732,2019-10-31,13243394,FUT,0.0,4000,,NFO-FUT,0.0,0.05,EQUITAS19OCTFUT
NFO,51731,2019-10-31,13243138,FUT,0.0,25,,NFO-FUT,0.0,0.05,EICHERMOT19OCTFUT
NFO,51730,2019-10-31,13242882,FUT,0.0,250,,NFO-FUT,0.0,0.05,DRREDDY19OCTFUT
NFO,51729,2019-10-31,13242626,FUT,0.0,2800,,NFO-FUT,0.0,0.05,DLF19OCTFUT
NFO,51728,2019-10-31,13242370,FUT,0.0,400,,NFO-FUT,0.0,0.05,DIVISLAB19OCTFUT
NFO,51727,2019-10-31,13242114,FUT,0.0,14000,,NFO-FUT,0.0,0.05,DISHTV19OCTFUT
NFO,51724,2019-10-31,13241346,FUT,0.0,1250,,NFO-FUT,0.0,0.05,DABUR19OCTFUT
NFO,51723,2019-10-31,13241090,FUT,0.0,700,,NFO-FUT,0.0,0.05,CUMMINSIND19OCTFUT
NFO,51722,2019-10-31,13240834,FUT,0.0,1563,,NFO-FUT,0.0,0.05,CONCOR19OCTFUT
NFO,51721,2019-10-31,13240578,FUT,0.0,700,,NFO-FUT,0.0,0.05,COLPAL19OCTFUT
NFO,51718,2019-10-31,13239810,FUT,0.0,2200,,NFO-FUT,0.0,0.05,COALINDIA19OCTFUT
NFO,51717,2019-10-31,13239554,FUT,0.0,1000,,NFO-FUT,0.0,0.05,CIPLA19OCTFUT
NFO,51715,2019-10-31,13239042,FUT,0.0,800,,NFO-FUT,0.0,0.05,CESC19OCTFUT
NFO,51712,2019-10-31,13238274,FUT,0.0,600,,NFO-FUT,0.0,0.05,CENTURYTEX19OCTFUT
NFO,51711,2019-10-31,13238018,FUT,0.0,3400,,NFO-FUT,0.0,0.05,CASTROLIND19OCTFUT
NFO,51710,2019-10-31,13237762,FUT,0.0,2000,,NFO-FUT,0.0,0.05,CANBK19OCTFUT
NFO,51709,2019-10-31,13237506,FUT,0.0,1600,,NFO-FUT,0.0,0.05,CADILAHC19OCTFUT
NFO,51708,2019-10-31,13237250,FUT,0.0,200,,NFO-FUT,0.0,0.05,BRITANNIA19OCTFUT
NFO,51656,2019-10-31,13223938,FUT,0.0,1800,,NFO-FUT,0.0,0.05,BPCL19OCTFUT
NFO,51655,2019-10-31,13223682,FUT,0.0,30,,NFO-FUT,0.0,0.05,BOSCHLTD19OCTFUT
NFO,51638,2019-10-31,13219330,FUT,0.0,1800,,NFO-FUT,0.0,0.05,BIOCON19OCTFUT
NFO,51637,2019-10-31,13219074,FUT,0.0,7500,,NFO-FUT,0.0,0.05,BHEL19OCTFUT
NFO,51636,2019-10-31,13218818,FUT,0.0,1851,,NFO-FUT,0.0,0.05,BHARTIARTL19OCTFUT
NFO,51635,2019-10-31,13218562,FUT,0.0,1200,,NFO-FUT,0.0,0.05,BHARATFORG19OCTFUT
NFO,51624,2019-10-31,13215746,FUT,0.0,2200,,NFO-FUT,0.0,0.05,BERGEPAINT19OCTFUT
NFO,51614,2019-10-31,13213186,FUT,0.0,550,,NFO-FUT,0.0,0.05,BATAINDIA19OCTFUT
NFO,51472,2019-10-31,13176834,FUT,0.0,20,,NFO-FUT,0.0,0.05,BANKNIFTY19OCTFUT
NFO,51613,2019-10-31,13212930,FUT,0.0,6000,,NFO-FUT,0.0,0.05,BANKINDIA19OCTFUT
NFO,51608,2019-10-31,13211650,FUT,0.0,4500,,NFO-FUT,0.0,0.05,BANKBARODA19OCTFUT
NFO,51607,2019-10-31,13211394,FUT,0.0,800,,NFO-FUT,0.0,0.05,BALKRISIND19OCTFUT
NFO,51593,2019-10-31,13207810,FUT,0.0,250,,NFO-FUT,0.0,0.05,BAJFINANCE19OCTFUT
NFO,51591,2019-10-31,13207298,FUT,0.0,125,,NFO-FUT,0.0,0.05,BAJAJFINSV19OCTFUT
NFO,51588,2019-10-31,13206530,FUT,0.0,250,,NFO-FUT,0.0,0.05,BAJAJ-AUTO19OCTFUT
NFO,51587,2019-10-31,13206274,FUT,0.0,1200,,NFO-FUT,0.0,0.05,AXISBANK19OCTFUT
NFO,51572,2019-10-31,13202434,FUT,0.0,1000,,NFO-FUT,0.0,0.05,AUROPHARMA19OCTFUT
NFO,51571,2019-10-31,13202178,FUT,0.0,600,,NFO-FUT,0.0,0.05,ASIANPAINT19OCTFUT
NFO,51568,2019-10-31,13201410,FUT,0.0,6000,,NFO-FUT,0.0,0.05,ASHOKLEY19OCTFUT
NFO,51567,2019-10-31,13201154,FUT,0.0,3000,,NFO-FUT,0.0,0.05,APOLLOTYRE19OCTFUT
NFO,51539,2019-10-31,13193986,FUT,0.0,500,,NFO-FUT,0.0,0.05,APOLLOHOSP19OCTFUT
NFO,51538,2019-10-31,13193730,FUT,0.0,2500,,NFO-FUT,0.0,0.05,AMBUJACEM19OCTFUT
NFO,51528,2019-10-31,13191170,FUT,0.0,700,,NFO-FUT,0.0,0.05,AMARAJABAT19OCTFUT
NFO,51517,2019-10-31,13188354,FUT,0.0,20000,,NFO-FUT,0.0,0.05,ADANIPOWER19OCTFUT
NFO,51500,2019-10-31,13184002,FUT,0.0,2500,,NFO-FUT,0.0,0.05,ADANIPORTS19OCTFUT
NFO,51499,2019-10-31,13183746,FUT,0.0,4000,,NFO-FUT,0.0,0.05,ADANIENT19OCTFUT
NFO,51476,2019-10-31,13177858,FUT,0.0,400,,NFO-FUT,0.0,0.05,ACC19OCTFUT
NFO,100504,2019-10-31,25729026,CE,0.0,2200,,NFO-OPT,125.0,0.05,YESBANK19OCT125CE
NFO,100503,2019-10-31,25728770,PE,0.0,2200,,NFO-OPT,120.0,0.05,YESBANK19OCT120PE
NFO,100502,2019-10-31,25728514,CE,0.0,2200,,NFO-OPT,120.0,0.05,YESBANK19OCT120CE
NFO,100501,2019-10-31,25728258,PE,0.0,2200,,NFO-OPT,115.0,0.05,YESBANK19OCT115PE
NFO,100500,2019-10-31,25728002,CE,0.0,2200,,NFO-OPT,115.0,0.05,YESBANK19OCT115CE
NFO,100499,2019-10-31,25727746,PE,0.0,2200,,NFO-OPT,110.0,0.05,YESBANK19OCT110PE
NFO,100498,2019-10-31,25727490,CE,0.0,2200,,NFO-OPT,110.0,0.05,YESBANK19OCT110CE
NFO,49561,2019-10-31,12687618,PE,0.0,2200,,NFO-OPT,10.0,0.05,YESBANK19OCT10PE
NFO,49560,2019-10-31,12687362,CE,0.0,2200,,NFO-OPT,10.0,0.05,YESBANK19OCT10CE
NFO,100497,2019-10-31,25727234,PE,0.0,2200,,NFO-OPT,105.0,0.05,YESBANK19OCT105PE
NFO,100496,2019-10-31,25726978,CE,0.0,2200,,NFO-OPT,105.0,0.05,YESBANK19OCT105CE
NFO,100495,2019-10-31,25726722,PE,0.0,2200,,NFO-OPT,100.0,0.05,YESBANK19OCT100PE
NFO,100494,2019-10-31,25726466,CE,0.0,2200,,NFO-OPT,100.0,0.05,YESBANK19OCT100CE
NFO,100469,2019-10-31,25720066,PE,0.0,3200,,NFO-OPT,312.5,0.05,WIPRO19OCT312.5PE
NFO,100468,2019-10-31,25719810,CE,0.0,3200,,NFO-OPT,312.5,0.05,WIPRO19OCT312.5CE
NFO,100466,2019-10-31,25719298,CE,0.0,3200,,NFO-OPT,310.0,0.05,WIPRO19OCT310CE
NFO,100465,2019-10-31,25719042,PE,0.0,3200,,NFO-OPT,307.5,0.05,WIPRO19OCT307.5PE
NFO,100464,2019-10-31,25718786,CE,0.0,3200,,NFO-OPT,307.5,0.05,WIPRO19OCT307.5CE
NFO,100463,2019-10-31,25718530,PE,0.0,3200,,NFO-OPT,305.0,0.05,WIPRO19OCT305PE
NFO,100462,2019-10-31,25718274,CE,0.0,3200,,NFO-OPT,305.0,0.05,WIPRO19OCT305CE
NFO,100461,2019-10-31,25718018,PE,0.0,3200,,NFO-OPT,302.5,0.05,WIPRO19OCT302.5PE
NFO,100460,2019-10-31,25717762,CE,0.0,3200,,NFO-OPT,302.5,0.05,WIPRO19OCT302.5CE
NFO,100459,2019-10-31,25717506,PE,0.0,3200,,NFO-OPT,300.0,0.05,WIPRO19OCT300PE
NFO,100458,2019-10-31,25717250,CE,0.0,3200,,NFO-OPT,300.0,0.05,WIPRO19OCT300CE
NFO,100457,2019-10-31,25716994,PE,0.0,3200,,NFO-OPT,297.5,0.05,WIPRO19OCT297.5PE
NFO,100456,2019-10-31,25716738,CE,0.0,3200,,NFO-OPT,297.5,0.05,WIPRO19OCT297.5CE
NFO,100455,2019-10-31,25716482,PE,0.0,3200,,NFO-OPT,295.0,0.05,WIPRO19OCT295PE
NFO,100454,2019-10-31,25716226,CE,0.0,3200,,NFO-OPT,295.0,0.05,WIPRO19OCT295CE
NFO,100453,2019-10-31,25715970,PE,0.0,3200,,NFO-OPT,292.5,0.05,WIPRO19OCT292.5PE
NFO,100452,2019-10-31,25715714,CE,0.0,3200,,NFO-OPT,292.5,0.05,WIPRO19OCT292.5CE
NFO,100451,2019-10-31,25715458,PE,0.0,3200,,NFO-OPT,290.0,0.05,WIPRO19OCT290PE
NFO,100450,2019-10-31,25715202,CE,0.0,3200,,NFO-OPT,290.0,0.05,WIPRO19OCT290CE
NFO,100449,2019-10-31,25714946,PE,0.0,3200,,NFO-OPT,287.5,0.05,WIPRO19OCT287.5PE
NFO,100448,2019-10-31,25714690,CE,0.0,3200,,NFO-OPT,287.5,0.05,WIPRO19OCT287.5CE
NFO,100447,2019-10-31,25714434,PE,0.0,3200,,NFO-OPT,285.0,0.05,WIPRO19OCT285PE
NFO,100446,2019-10-31,25714178,CE,0.0,3200,,NFO-OPT,285.0,0.05,WIPRO19OCT285CE
NFO,100445,2019-10-31,25713922,PE,0.0,3200,,NFO-OPT,282.5,0.05,WIPRO19OCT282.5PE
NFO,100444,2019-10-31,25713666,CE,0.0,3200,,NFO-OPT,282.5,0.05,WIPRO19OCT282.5CE
NFO,100443,2019-10-31,25713410,PE,0.0,3200,,NFO-OPT,280.0,0.05,WIPRO19OCT280PE
NFO,100442,2019-10-31,25713154,CE,0.0,3200,,NFO-OPT,280.0,0.05,WIPRO19OCT280CE
NFO,100440,2019-10-31,25712642,CE,0.0,3200,,NFO-OPT,277.5,0.05,WIPRO19OCT277.5CE
NFO,100439,2019-10-31,25712386,PE,0.0,3200,,NFO-OPT,275.0,0.05,WIPRO19OCT275PE
NFO,100438,2019-10-31,25712130,CE,0.0,3200,,NFO-OPT,275.0,0.05,WIPRO19OCT275CE
NFO,100437,2019-10-31,25711874,PE,0.0,3200,,NFO-OPT,272.5,0.05,WIPRO19OCT272.5PE
NFO,100436,2019-10-31,25711618,CE,0.0,3200,,NFO-OPT,272.5,0.05,WIPRO19OCT272.5CE
NFO,100435,2019-10-31,25711362,PE,0.0,3200,,NFO-OPT,270.0,0.05,WIPRO19OCT270PE
NFO,100434,2019-10-31,25711106,CE,0.0,3200,,NFO-OPT,270.0,0.05,WIPRO19OCT270CE
NFO,100433,2019-10-31,25710850,PE,0.0,3200,,NFO-OPT,267.5,0.05,WIPRO19OCT267.5PE
NFO,100432,2019-10-31,25710594,CE,0.0,3200,,NFO-OPT,267.5,0.05,WIPRO19OCT267.5CE
NFO,100431,2019-10-31,25710338,PE,0.0,3200,,NFO-OPT,265.0,0.05,WIPRO19OCT265PE
NFO,100430,2019-10-31,25710082,CE,0.0,3200,,NFO-OPT,265.0,0.05,WIPRO19OCT265CE
NFO,100429,2019-10-31,25709826,PE,0.0,3200,,NFO-OPT,262.5,0.05,WIPRO19OCT262.5PE
NFO,100428,2019-10-31,25709570,CE,0.0,3200,,NFO-OPT,262.5,0.05,WIPRO19OCT262.5CE
NFO,100427,2019-10-31,25709314,PE,0.0,3200,,NFO-OPT,260.0,0.05,WIPRO19OCT260PE
NFO,100426,2019-10-31,25709058,CE,0.0,3200,,NFO-OPT,260.0,0.05,WIPRO19OCT260CE
NFO,100425,2019-10-31,25708802,PE,0.0,3200,,NFO-OPT,257.5,0.05,WIPRO19OCT257.5PE
NFO,100424,2019-10-31,25708546,CE,0.0,3200,,NFO-OPT,257.5,0.05,WIPRO19OCT257.5CE
NFO,100422,2019-10-31,25708034,CE,0.0,3200,,NFO-OPT,255.0,0.05,WIPRO19OCT255CE
NFO,100421,2019-10-31,25707778,PE,0.0,3200,,NFO-OPT,252.5,0.05,WIPRO19OCT252.5PE
NFO,100420,2019-10-31,25707522,CE,0.0,3200,,NFO-OPT,252.5,0.05,WIPRO19OCT252.5CE
NFO,100419,2019-10-31,25707266,PE,0.0,3200,,NFO-OPT,250.0,0.05,WIPRO19OCT250PE
NFO,100418,2019-10-31,25707010,CE,0.0,3200,,NFO-OPT,250.0,0.05,WIPRO19OCT250CE
NFO,100417,2019-10-31,25706754,PE,0.0,3200,,NFO-OPT,247.5,0.05,WIPRO19OCT247.5PE
NFO,100416,2019-10-31,25706498,CE,0.0,3200,,NFO-OPT,247.5,0.05,WIPRO19OCT247.5CE
NFO,100415,2019-10-31,25706242,PE,0.0,3200,,NFO-OPT,245.0,0.05,WIPRO19OCT245PE
NFO,100414,2019-10-31,25705986,CE,0.0,3200,,NFO-OPT,245.0,0.05,WIPRO19OCT245CE
NFO,100413,2019-10-31,25705730,PE,0.0,3200,,NFO-OPT,242.5,0.05,WIPRO19OCT242.5PE
NFO,100412,2019-10-31,25705474,CE,0.0,3200,,NFO-OPT,242.5,0.05,WIPRO19OCT242.5CE
NFO,100411,2019-10-31,25705218,PE,0.0,3200,,NFO-OPT,240.0,0.05,WIPRO19OCT240PE
NFO,100410,2019-10-31,25704962,CE,0.0,3200,,NFO-OPT,240.0,0.05,WIPRO19OCT240CE
NFO,100409,2019-10-31,25704706,PE,0.0,3200,,NFO-OPT,237.5,0.05,WIPRO19OCT237.5PE
NFO,45632,2019-10-31,11681794,PE,0.0,1000,,NFO-OPT,820.0,0.05,VOLTAS19OCT820PE
NFO,45627,2019-10-31,11680514,CE,0.0,1000,,NFO-OPT,820.0,0.05,VOLTAS19OCT820CE
NFO,42103,2019-10-31,10778370,PE,0.0,1000,,NFO-OPT,810.0,0.05,VOLTAS19OCT810PE
NFO,42102,2019-10-31,10778114,CE,0.0,1000,,NFO-OPT,810.0,0.05,VOLTAS19OCT810CE
NFO,42099,2019-10-31,10777346,PE,0.0,1000,,NFO-OPT,800.0,0.05,VOLTAS19OCT800PE
NFO,42098,2019-10-31,10777090,CE,0.0,1000,,NFO-OPT,800.0,0.05,VOLTAS19OCT800CE
NFO,42097,2019-10-31,10776834,PE,0.0,1000,,NFO-OPT,790.0,0.05,VOLTAS19OCT790PE
NFO,42096,2019-10-31,10776578,CE,0.0,1000,,NFO-OPT,790.0,0.05,VOLTAS19OCT790CE
NFO,100387,2019-10-31,25699074,PE,0.0,1000,,NFO-OPT,780.0,0.05,VOLTAS19OCT780PE
NFO,100386,2019-10-31,25698818,CE,0.0,1000,,NFO-OPT,780.0,0.05,VOLTAS19OCT780CE
NFO,100385,2019-10-31,25698562,PE,0.0,1000,,NFO-OPT,770.0,0.05,VOLTAS19OCT770PE
NFO,100384,2019-10-31,25698306,CE,0.0,1000,,NFO-OPT,770.0,0.05,VOLTAS19OCT770CE
NFO,100383,2019-10-31,25698050,PE,0.0,1000,,NFO-OPT,760.0,0.05,VOLTAS19OCT760PE
NFO,100382,2019-10-31,25697794,CE,0.0,1000,,NFO-OPT,760.0,0.05,VOLTAS19OCT760CE
NFO,100381,2019-10-31,25697538,PE,0.0,1000,,NFO-OPT,750.0,0.05,VOLTAS19OCT750PE
NFO,100380,2019-10-31,25697282,CE,0.0,1000,,NFO-OPT,750.0,0.05,VOLTAS19OCT750CE
NFO,100379,2019-10-31,25697026,PE,0.0,1000,,NFO-OPT,740.0,0.05,VOLTAS19OCT740PE
NFO,100378,2019-10-31,25696770,CE,0.0,1000,,NFO-OPT,740.0,0.05,VOLTAS19OCT740CE
NFO,100377,2019-10-31,25696514,PE,0.0,1000,,NFO-OPT,730.0,0.05,VOLTAS19OCT730PE
NFO,100376,2019-10-31,25696258,CE,0.0,1000,,NFO-OPT,730.0,0.05,VOLTAS19OCT730CE
NFO,100375,2019-10-31,25696002,PE,0.0,1000,,NFO-OPT,720.0,0.05,VOLTAS19OCT720PE
NFO,100374,2019-10-31,25695746,CE,0.0,1000,,NFO-OPT,720.0,0.05,VOLTAS19OCT720CE
